Family , Metal Loading [wt.%],CR Metal [pm], Support 1,MW Support 1 [g mol-1],Name of Support2,MW of Support 2 [g mol-1],Name of Support 3,MW Support 3 [g mol-1],Total MW of Support [g mol-1], Promoter 1,Promoter 1 loading [wt.%],Promoter 2,Promoter 2 loading [wt.%],Calcination Temperature [K],Calcination duration [h],SBET [m2 g-1],H2/CO2 [-],GHSV [cm3 h-1 gcat-1],Catalyst amount [g],Pressure [Mpa],Temperature [K],STY [mgh-1 g-1],
Cu,27,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,4,105,3,8800,0.5,3,473,121.45,https://doi.org/10.1016/j.jcat.2007.04.003
Cu,19,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,71.6,3,7500,0.2,3,513,121.43,https://doi.org/10.1002/er.7246
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Al,3,0,0,573,4,39,3,13200,2,8,473,121.39,https://doi.org/10.1016/j.apcata.2006.05.035
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,12000,1,4,573,120.54,https://doi.org/10.1016/j.cej.2021.129120
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,36.11,3,7800,0.5,2,513,120.32,https://doi.org/10.1016/S0926-860X(98)00079-9
In2O3,6.2,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,19.4,3,21600,0.5,4,623,120,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,573,119.91,https://doi.org/10.1016/j.cej.2021.129120
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,573,119.9,https://doi.org/10.1016/j.cej.2021.129120
In2O3,99.66,144,0,0,0,0,0,0,0,Pt,0.34,0,0,723,3,87.6,3,24000,0.1,2,533,119.81,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,41,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,56.9,3,7500,0.2,3,533,119.19,https://doi.org/10.1002/er.7246
Cu,47.26,138,ZnO,81.38,0,0,0,0,81.38,Pd ,0.58,0,0,623,3,18.2,3,10800,0.2,4.5,503,119,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,16.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,4.9,0,0,623,3,17,3,10000,0.15,3,523,118.72,https://doi.org/10.1016/j.cattod.2014.06.012
Cu,8.1,138,SBA-15,60,0,0,0,0,60,La ,4.2,0,0,973,4,470.3,3,12000,0.05,3,493,117.2,https://doi.org/10.1016/j.apcatb.2019.03.059
Cu,10,138,Al2O3,101.96,ZnO,81.38,ZrO2,123.22,306.56,Mn ,5,0,0,873,6,189.7,3,4320,5,2.4,543,117.16,https://doi.org/10.1016/j.jiec.2015.03.001
Pd,8.15,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,38,3,2400,0.5,2,503.07,116.36,https://doi.org/10.1016/j.apcata.2019.117185
Cu,50.25,138,ZnO,81.38,0,0,0,0,81.38,Pd ,0.35,0,0,623,3,24.1,3,10800,0.2,4.5,563,116,https://doi.org/10.1016/j.jcat.2017.12.029
In2O3,99.67,144,0,0,0,0,0,0,0,Ag,0.34,0,0,623,3,89.34,4,21000,0.2,5,523,115.83,https://doi.org/10.1016/j.gee.2021.05.004
Cu,35,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,26.9,3,7500,0.5,3,573,115.35,https://doi.org/10.1016/j.jechem.2019.03.001
Cu,19.5,138,ZrO2,123.22,CeO2,172.12,0,0,295.34,0,0,0,0,623,4,117,3,8800,0.5,3,513,115.22,https://doi.org/10.1016/j.cattod.2011.04.038
Pd,11.65,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,42,3,2400,0.5,2,522.98,114.85,https://doi.org/10.1016/j.apcata.2019.117185
Pd,8.15,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,38,3,2400,0.5,2,492.95,114.77,https://doi.org/10.1016/j.apcata.2019.117185
Cu,35,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,26.9,3,7500,0.5,3,533,114.63,https://doi.org/10.1016/j.jechem.2019.03.001
Pd,8,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,45,3,2400,0.5,2,513,114.39,DOI:10.7546/CRABS.2019.06.05
Cu,35,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,68.4,3,7500,0.5,3,533,113.91,https://doi.org/10.1016/j.jechem.2019.03.001
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,4,623,113.73,https://doi.org/10.1016/j.cej.2021.129120
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,723,3,72.9,4,21000,0.2,5,523,112.71,https://doi.org/10.1016/j.cattod.2020.05.020
Cu,35,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,68.4,3,7500,0.5,3,513,112.32,https://doi.org/10.1016/j.jechem.2019.03.001
Cu,10,138,ZrO2,123.22,CNT,12,0,0,135.22,N2,2.98,0,0,623,2,75.5,3,3600,0.5,3,533,111.95,https://doi.org/10.1016/j.cattod.2017.04.017
Cu,16.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,4.9,0,0,623,3,17,3,10000,0.15,3,523,111.84,https://doi.org/10.1016/j.cattod.2014.06.012
Cu,32,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,64.4,3,7500,0.2,3,513,111.75,https://doi.org/10.1002/er.7246
In2O3,8.4,144,ZrO2,123.22,0,0,0,0,123.22,Y,2.9,0,0,573,2,88,4,52000,0.15,0.4,543,111.36,https://doi.org/10.1016/j.apcata.2019.117144
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,723,3,81.8,4,21000,0.2,5,523,110.79,https://doi.org/10.1016/j.jcou.2021.101720
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,7500,0.2,3,533,110.52,https://doi.org/10.1002/aic.16490
In2O3,6.2,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,19.4,3,21600,0.5,4,598,110,https://doi.org/10.1016/j.jtice.2017.06.049
Cu,58,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,573,4,39,3,13200,2,8,453,109.59,https://doi.org/10.1016/j.apcata.2006.05.035
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,24.8,4,16000,0.5,5,613,108.88,https://doi.org/10.1016/j.cclet.2020.05.031
Pd,8.15,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,38,3,2400,0.5,2,523.17,108.73,https://doi.org/10.1016/j.apcata.2019.117185
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,60,3,4500,1,5,573,108.57,DOI: 10.1126/sciadv.aaz2060
Cu,28,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,4,174,3,8800,0.5,3,473,108.43,https://doi.org/10.1016/j.cattod.2011.04.038
Pd,7.4,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,37,3,2400,0.5,2,522.91,108.3,https://doi.org/10.1016/j.apcata.2019.117185
Pd,2.69,131,ZnO,81.38,0,0,0,0,81.38,Al,7.49,0,0,673,4,132,3,6000,0.3,3,523,107.34,https://doi.org/10.1016/j.apcatb.2019.118367
Pd,9.05,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,44,3,2400,0.5,2,522.91,107.01,https://doi.org/10.1016/j.apcata.2019.117185
Pd,5,131,TiO2,79.86,0,0,0,0,79.86,0,0,0,0,623,3,48,3,3600,0.5,2,523,106.85,https://doi.org/10.1002/cctc.202000974
Cu,27,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,4,105,3,8800,0.5,3,453,105.91,https://doi.org/10.1016/j.jcat.2007.04.003
Cu,52,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,6,110.8,3,6000,0.5,5,473,104.95,https://doi.org/10.1016/S1872-2067(10)60256-2
Cu,30.7,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Si ,1.15,0,0,623,4,214,3,15600,0.25,2,513,103.81,https://doi.org/10.1016/j.cej.2017.02.010
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,2,9000,1,4,573,103.77,https://doi.org/10.1016/j.cej.2021.129120
Pd,9.05,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,44,3,2400,0.5,2,503.08,103.45,https://doi.org/10.1016/j.apcata.2019.117185
Pd,11.65,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,42,3,2400,0.5,2,542.94,103.41,https://doi.org/10.1016/j.apcata.2019.117185
Cu,18,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,673,4,184,3.8,10588.24,0.17,36,473,103.4,https://doi.org/10.1039/C2CY20604H
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,3,573,102.72,https://doi.org/10.1016/j.cej.2021.129120
Cu,4.5,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,1.6,0,0,873,2,144,3,18000,0.5,2,523,102.53,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,46.8,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,673,4,39.5,3,23800,0.5,4,433,102.4,https://doi.org/10.1006/jcat.2002.3676
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,113,4,26000,0.3,5,543,102.39,https://doi.org/10.1002/anie.201600943
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,2,38.4,3,7500,0.2,3,573,102.3,https://doi.org/10.1021/acs.iecr.0c04688
Cu,61,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,700,3.5,21,10,15000,1,5,503,102,https://doi.org/10.1016/j.apcata.2014.05.034
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,0,0,0,873,2,12,3,18000,0.5,2,523,101.92,https://doi.org/10.1016/S0926-3373(01)00203-X
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,723,3,65.8,4,21000,0.2,5,523,101.62,https://doi.org/10.1039/D0GC01597K
Cu,4.4,138,ZnO,81.38,SiO2,60.08,0,0,141.46,0,0,0,0,873,2,160,3,18000,0.5,2,543,101.18,https://doi.org/10.1016/S0926-3373(01)00203-X
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,2,9000,1,4,573,100.95,https://doi.org/10.1016/j.cej.2021.129120
Cu,41,138,In2O3,277.64,0,0,0,0,277.64,0,0,0,0,773,3,56.9,3,7500,0.2,3,513,100.34,https://doi.org/10.1002/er.7246
In2O3,12.3,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,30.4,3,21600,0.5,4,573,100,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,2,38.4,3,7500,0.2,3,603,99.77,https://doi.org/10.1021/acs.iecr.0c04688
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,106,4,21000,0.2,5,523,99.41,https://doi.org/10.1021/acscatal.0c05628
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,24.8,4,16000,0.5,4,613,98.97,https://doi.org/10.1016/j.cclet.2020.05.031
Cu,31.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Si ,0.45,0,0,623,4,175,3,15600,0.25,2,493,98.79,https://doi.org/10.1016/j.cej.2017.02.010
In2O3,100,144,0,0,0,0,0,0,0,0,0.03,0,0,723,3,82.81,4,21000,0.2,5,523,98.67,https://doi.org/10.1016/j.gee.2021.05.004
Pd,8,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,45,3,2400,0.5,2,533,98.34,DOI:10.7546/CRABS.2019.06.05
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,7500,0.2,2,553,98.26,https://doi.org/10.1002/aic.16490
Cu,50.25,138,ZnO,81.38,0,0,0,0,81.38,Pd ,0.35,0,0,623,3,24.1,3,10800,0.2,4.5,543,98,https://doi.org/10.1016/j.jcat.2017.12.029
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,60,3,9000,1,5,513,97.1,DOI: 10.1126/sciadv.aaz2060
Cu,45,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Pd,3.7,0,0,673,4,31.8,3,23800,0.5,4,433,96.32,https://doi.org/10.1006/jcat.2002.3676
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,6000,1,4,573,95.83,https://doi.org/10.1016/j.cej.2021.129120
Pd,7.4,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,37,3,2400,0.5,2,502.95,95.55,https://doi.org/10.1016/j.apcata.2019.117185
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Mg ,3,0,0,573,4,12,3,13200,2,8,493,95.53,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,30,138,ZnO,81.38,ZrO2,123.22,Al2O3,101.96,306.56,0,0,0,0,673,5,106.3,5,2240,1,3,503,95.39,https://doi.org/10.1016/j.apcata.2013.10.010
Cu,4.3,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,2,0,0,873,2,142,3,18000,0.5,2,523,95.39,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Mn,3,0,0,573,4,19,3,13200,2,8,473,95.12,https://doi.org/10.1016/j.apcata.2006.05.035
Cu,10,138,ZrO2,123.22,CNT,12,0,0,135.22,N2,0.84,0,0,623,2,128,3,3600,0.5,3,533,93.61,https://doi.org/10.1016/j.cattod.2017.04.017
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,2,38.1,3,7500,0.2,3,573,92.58,https://doi.org/10.1021/acs.iecr.0c04688
Cu,10,138,Al2O3,101.96,ZnO,81.38,ZrO2,123.22,306.56,Mn ,5,0,0,873,6,189.7,3,4320,5,2,543,92,https://doi.org/10.1016/j.jiec.2015.03.001
In2O3,6.1,144,SiO2,60.08,0,0,0,0,60.08,Ni,3.1,Al,1,673,4,359.5,3,12000,0.1,0.1,533,91.99,https://doi.org/10.1021/acscatal.7b00848
In2O3,5.3,144,SiO2,60.08,0,0,0,0,60.08,Ni,3.5,Al,1,673,4,359.5,3,12000,0.1,0.1,533,91.99,https://doi.org/10.1021/acscatal.7b00848
Pd,8,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,45,3,2400,0.5,2,493,91.85,DOI:10.7546/CRABS.2019.06.05
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,69.74,3,3600,0.5,2,513,91.2,https://doi.org/10.1016/S0926-860X(98)00079-9
Cu,23,138,ZnO,81.38,ZrO2,123.22,CeO2,172.12,376.72,0,0,0,0,623,4,107,3,8800,0.5,3,473,90.51,https://doi.org/10.1016/j.cattod.2011.04.038
Pd,2.67,131,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,673,4,45,3,6000,0.3,3,523,90.4,https://doi.org/10.1016/j.apcatb.2019.118367
Cu,42.5,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Pd,9.2,0,0,673,4,30.1,3,23800,0.5,4,453,90.24,https://doi.org/10.1006/jcat.2002.3676
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,2,38.1,3,7500,0.2,3,603,89.7,https://doi.org/10.1021/acs.iecr.0c04688
Pd,9.05,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,44,3,2400,0.5,2,493.11,89.59,https://doi.org/10.1016/j.apcata.2019.117185
In2O3,5.9,144,SiO2,60.08,0,0,0,0,60.08,Ni,3,Al,1,673,4,371,3,12000,0.1,0.1,533,89.2,https://doi.org/10.1021/acscatal.7b00848
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,22.8,4,16000,0.5,5,613,89.13,https://doi.org/10.1016/j.cclet.2020.05.031
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,24.8,4,16000,0.5,4,573,88.87,https://doi.org/10.1016/j.cclet.2020.05.031
Cu,4.4,138,ZnO,81.38,SiO2,60.08,0,0,141.46,0,0,0,0,873,2,160,3,18000,0.5,2,533,88.77,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Y,3,0,0,573,4,29,3,13200,2,8,453,88.71,https://doi.org/10.1016/j.apcata.2006.05.035
Pd,5,131,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,623,3,14,3,3600,0.5,2,523,88.58,https://doi.org/10.1002/cctc.202000974
Cu,10,138,ZrO2,123.22,CNT,12,0,0,135.22,N2,2.98,0,0,623,2,75.5,3,3600,0.5,3,573,88.36,https://doi.org/10.1016/j.cattod.2017.04.017
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,45.27,3,3600,0.5,2,513,88.32,https://doi.org/10.1016/S0926-860X(98)00079-9
Cu,10.7,138,SiO2,60.08,0,0,0,0,60.08,0,0,0,0,823,5,400.7,4,16000,0.3,3,653,87.95,https://doi.org/10.1021/acscatal.5b00682
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,7500,0.2,3,513,87.91,https://doi.org/10.1002/aic.16490
Pd,5,131,ZnTiO3,242.64,0,0,0,0,242.64,Zn,13.78,0,0,623,3,21,3,3600,0.5,2,523,87.33,https://doi.org/10.1002/cctc.202000974
Pd,7.4,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,37,3,2400,0.5,2,543.01,87.24,https://doi.org/10.1016/j.apcata.2019.117185
Cu,40.5,138,ZnO,81.38,Al2O3,101.96,ZrO2,123.22,306.56,0,0,0,0,773,5,68,3,12000,0.5,5,463,87,https://doi.org/10.1016/j.cattod.2016.02.004
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,673,2,139,3,14400,0.4,3,493,86.4,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,60.9,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,673,2,139,3,14400,0.4,3,493,86.4,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,58.1,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,673,2,139,3,14400,0.4,3,493,86.4,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,5,138,SiO2,60.08,0,0,0,0,60.08,Zn,5,0,0,873,2,139,3,18000,0.5,2,523,86.05,https://doi.org/10.1016/S0926-3373(00)00205-8
Cu,19.5,138,ZrO2,123.22,CeO2,172.12,0,0,295.34,0,0,0,0,623,4,117,3,8800,0.5,3,493,85.67,https://doi.org/10.1016/j.cattod.2011.04.038
Pd,5,131,TiO2,79.86,0,0,0,0,79.86,Zn,13.78,0,0,623,3,44,3,3600,0.5,2,523,85.12,https://doi.org/10.1002/cctc.202000974
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,5000,0.2,3,553,85,https://doi.org/10.1002/aic.16490
Pd,8.15,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,38,3,2400,0.5,2,542.86,84.99,https://doi.org/10.1016/j.apcata.2019.117185
Pd,11.65,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,42,3,2400,0.5,2,502.83,84.81,https://doi.org/10.1016/j.apcata.2019.117185
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,623,3,24.8,4,16000,0.5,4,613,84.7,https://doi.org/10.1016/j.cclet.2020.05.031
Cu,17.5,138,ZnO,81.38,0,0,CeO2,172.12,253.5,0,0,0,0,623,4,61,3,8800,0.5,3,493,84.7,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,4.4,138,ZnO,81.38,SiO2,60.08,0,0,141.46,0,0,0,0,873,2,160,3,18000,0.5,2,523,84.51,https://doi.org/10.1016/S0926-3373(01)00203-X
Pd,5,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,Ca,0.5,773,3,67.39,3,2400,0.5,3,523,84.08,https://doi.org/10.1016/j.apcata.2018.04.036
Cu,5,138,SiO2,60.08,0,0,0,0,60.08,Zn,5,0,0,873,2,139,3,18000,0.5,2,533,83.9,https://doi.org/10.1016/S0926-3373(00)00205-8
Cu,10.3,138,ZrO2,123.22,CNT,12,0,0,135.22,0,0,0,0,623,2,128,3,3600,0.5,3,533,83.9,https://doi.org/10.1039/C5RA04774A
Cu,33.1,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Y,34.1,0,0,773,4,98,3,10000,0.6,1,503,83.85,https://doi.org/10.1039/C5CY00372E
Cu,31,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,4,163,3,15600,0.25,2,493,83.82,https://doi.org/10.1016/j.cej.2017.02.010
Cu,10,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,873,2,124,3,7200,0.5,3,553,83.7,https://doi.org/10.1016/j.enconman.2015.07.033
In2O3,5.3,144,SiO2,60.08,0,0,0,0,60.08,Ni,3.5,Al,1,673,4,411.4,3,12000,0.1,0.1,518,83.62,https://doi.org/10.1021/acscatal.7b00848
Cu,29.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,673,5,90.9,5,4480,1,3,503,83.28,https://doi.org/10.1016/j.apcata.2013.10.010
Cu,56.26,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Al,3,0,0,573,4,39,3,13200,2,8,453,83.01,https://doi.org/10.1016/j.apcata.2006.05.035
Pd,9.05,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,44,3,2400,0.5,2,543.15,82.92,https://doi.org/10.1016/j.apcata.2019.117185
Cu,29.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,673,5,90.9,5,2240,1,3,503,82.71,https://doi.org/10.1016/j.apcata.2013.10.010
In2O3,90.3,144,0,0,0,0,0,0,0,Ni,0.58,0,0,723,3,97,4,21000,0.1,5,498,82.68,https://doi.org/10.1016/j.jechem.2020.03.083
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,2,37.7,3,7500,0.2,3,573,82.4,https://doi.org/10.1021/acs.iecr.0c04688
In2O3,6,144,0,0,0,0,0,0,0,0,0,0,0,773,5,206.6,3,7500,0.2,3,553,81.92,https://doi.org/10.1002/aic.16490
Cu,10,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,873,2,124,3,7200,0.5,3,533,81.81,https://doi.org/10.1016/j.enconman.2015.07.033
Cu,31.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Si ,0.45,0,0,623,4,175,3,15600,0.25,2,513,81.71,https://doi.org/10.1016/j.cej.2017.02.010
In2O3,9.1,144,ZrO2,123.22,0,0,0,0,123.22,Y,1.5,0,0,573,2,84,4,52000,0.15,0.4,528,81.56,https://doi.org/10.1016/j.apcata.2019.117144
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,1,553,81.13,https://doi.org/10.1002/aic.16490
Pd,4,131,TiO2,79.86,SiO2,60.08,0,0,139.94,0,0,0,0,673,4,251,3,5400,0.1,0.1,633,81.09,https://doi.org/10.1016/j.mcat.2021.111732
Pd,5,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,Ca,0.5,773,3,67.39,3,2400,0.5,3,503,80.85,https://doi.org/10.1016/j.apcata.2018.04.036
Cu,10,138,Al2O3,101.96,ZnO,81.38,ZrO2,123.22,306.56,Mn ,5,0,0,873,6,189.7,3,4320,5,2,543,80.66,https://doi.org/10.1016/j.jiec.2015.03.001
Cu,37,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,633,4,36.11,3,3600,0.5,2,513,80.64,https://doi.org/10.1016/S0926-860X(98)00079-9
In2O3,20,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,800,2,110,3,9000,0.5,2,593,80.39,https://doi.org/10.1016/j.cattod.2020.03.011
Cu,10,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,873,2,154,3,7200,0.5,3,533,80.19,https://doi.org/10.1016/j.enconman.2015.07.033
Cu,10,138,Al2O3,101.96,ZnO,81.38,ZrO2,123.22,306.56,Mn ,5,0,0,873,6,189.7,3,7200,5,2,523,79.4,https://doi.org/10.1016/j.jiec.2015.03.001
Cu,30.8,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Si ,2.9,0,0,623,4,145,3,15600,0.25,2,493,78.78,https://doi.org/10.1016/j.cej.2017.02.010
In2O3,20,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,700,2,119,3,9000,0.5,2,593,78.71,https://doi.org/10.1016/j.cattod.2020.03.011
Pd,7.4,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,5,37,3,2400,0.5,2,492.77,78.46,https://doi.org/10.1016/j.apcata.2019.117185
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,112,3,9000,1,2,573,78.18,https://doi.org/10.1016/j.cej.2021.129120
Cu,10,138,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,873,2,154,3,7200,0.5,3,553,77.83,https://doi.org/10.1016/j.enconman.2015.07.033
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,2,37.7,3,7500,0.2,3,603,77.63,https://doi.org/10.1021/acs.iecr.0c04688
Pd,5,131,CeO2,172.12,0,0,0,0,172.12,Zn,5,0,0,773,3,80.67,3,2400,0.5,3,523,76.97,https://doi.org/10.1016/j.apcata.2018.04.036
Cu,8,138,CNT,12,0,0,0,0,12,0,0,0,0,773,5,204.2,3,7500,0.2,3,553,76.8,https://doi.org/10.1002/aic.16490
